model,dataset,evaluation_set,metric,score
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_mcc,0.540284444
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_runtime,2.3
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_samples_per_second,1012.192
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_steps_per_second,4.348
seqsight_4096_512_46M-Mp,H3K9ac,validation,epoch,15.29
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_loss,0.493617594
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_accuracy,0.773003472
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_f1_score,0.772333457
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_mcc,0.549061214
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_runtime,2.3169
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_samples_per_second,1004.806
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_steps_per_second,4.316
seqsight_4096_512_46M-Mp,H3K9ac,validation,epoch,12.23
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_loss,0.481601119
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_accuracy,0.77734375
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_f1_score,0.7769951
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_mcc,0.555596128
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_runtime,2.2854
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_samples_per_second,1018.647
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_steps_per_second,4.376
seqsight_4096_512_46M-Mp,H3K9ac,validation,epoch,10.7
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_loss,0.509477377
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_accuracy,0.764322917
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_f1_score,0.763816523
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_mcc,0.531601656
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_runtime,2.2363
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_samples_per_second,1041.018
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_steps_per_second,4.472
seqsight_4096_512_46M-Mp,H3K9ac,validation,epoch,10.7
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_loss,0.498752266
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_accuracy,0.768229167
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_f1_score,0.768211353
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_mcc,0.539474177
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_runtime,2.6045
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_samples_per_second,893.437
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_steps_per_second,3.839
seqsight_4096_512_46M-Mp,H3K9ac,validation,epoch,12.23
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_loss,0.554076314
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_accuracy,0.749131944
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_f1_score,0.748707382
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_mcc,0.502766233
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_runtime,2.1796
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_samples_per_second,1067.646
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_steps_per_second,4.588
seqsight_4096_512_46M-Mp,H3K9ac,validation,epoch,9.17
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_loss,0.479663014
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_accuracy,0.764322917
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_f1_score,0.763898071
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_mcc,0.527099406
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_runtime,2.2761
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_samples_per_second,1022.364
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_steps_per_second,4.393
seqsight_4096_512_46M-Mp,H3K9ac,validation,epoch,10.7
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_loss,0.511851609
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_accuracy,0.751736111
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_f1_score,0.751726383
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_mcc,0.503657723
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_runtime,2.1314
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_samples_per_second,1091.786
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_steps_per_second,4.692
seqsight_4096_512_46M-Mp,H3K9ac,validation,epoch,12.23
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_loss,0.476202637
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_accuracy,0.779947917
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_f1_score,0.779975908
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_mcc,0.559794039
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_runtime,1.941
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_samples_per_second,1198.887
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_steps_per_second,5.152
seqsight_4096_512_46M-Mp,H3K9ac,validation,epoch,10.7
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_loss,0.511911273
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_accuracy,0.764756944
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_f1_score,0.764480084
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_mcc,0.530703907
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_runtime,2.1067
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_samples_per_second,1104.564
seqsight_4096_512_46M-Mp,H3K9ac,validation,eval_steps_per_second,4.747
seqsight_4096_512_46M-Mp,H3K9ac,validation,epoch,10.7
seqsight_4096_512_46M-Mp,H3K9ac,test,eval_loss,0.526498497
seqsight_4096_512_46M-Mp,H3K9ac,test,eval_accuracy,0.763020833
seqsight_4096_512_46M-Mp,H3K9ac,test,eval_f1_score,0.766641348
seqsight_4096_512_46M-Mp,H3K9ac,test,eval_mcc,0.499930189
seqsight_4096_512_46M-Mp,H3K9ac,test,eval_runtime,1.0163
seqsight_4096_512_46M-Mp,H3K9ac,test,eval_samples_per_second,987.855
seqsight_4096_512_46M-Mp,H3K9ac,test,eval_steps_per_second,3.936
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_loss,0.583414853
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_accuracy,0.705859375
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_f1_score,0.701184327
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_mcc,0.404986797
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_runtime,1.9329
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_samples_per_second,1419.651
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_steps_per_second,5.691
seqsight_4096_512_46M-Mp,H3K9me3,validation,epoch,10.39
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_loss,0.581586003
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_accuracy,0.725
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_f1_score,0.723866746
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_mcc,0.446514061
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_runtime,1.9477
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_samples_per_second,1408.854
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_steps_per_second,5.648
seqsight_4096_512_46M-Mp,H3K9me3,validation,epoch,9.09
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_loss,0.569648623
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_accuracy,0.7171875
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_f1_score,0.715553324
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_mcc,0.43057147
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_runtime,1.9178
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_samples_per_second,1430.799
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_steps_per_second,5.736
seqsight_4096_512_46M-Mp,H3K9me3,validation,epoch,9.09
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_loss,0.593849957
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_accuracy,0.696484375
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_f1_score,0.696843058
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_mcc,0.393740317
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_runtime,1.9036
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_samples_per_second,1441.505
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_steps_per_second,5.779
seqsight_4096_512_46M-Mp,H3K9me3,validation,epoch,9.09
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_loss,0.606693625
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_accuracy,0.7046875
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_f1_score,0.699734234
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_mcc,0.405490391
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_runtime,1.9383
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_samples_per_second,1415.707
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_steps_per_second,5.675
seqsight_4096_512_46M-Mp,H3K9me3,validation,epoch,7.79
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_loss,0.591281056
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_accuracy,0.704296875
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_f1_score,0.704775478
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_mcc,0.408008521
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_runtime,1.9151
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_samples_per_second,1432.861
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_steps_per_second,5.744
seqsight_4096_512_46M-Mp,H3K9me3,validation,epoch,7.79
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_loss,0.567365468
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_accuracy,0.720703125
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_f1_score,0.720241634
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_mcc,0.433637332
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_runtime,1.9854
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_samples_per_second,1382.121
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_steps_per_second,5.541
seqsight_4096_512_46M-Mp,H3K9me3,validation,epoch,9.09
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_loss,0.572672009
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_accuracy,0.712109375
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_f1_score,0.71138767
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_mcc,0.419970457
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_runtime,1.9387
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_samples_per_second,1415.362
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_steps_per_second,5.674
seqsight_4096_512_46M-Mp,H3K9me3,validation,epoch,9.09
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_loss,0.566488743
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_accuracy,0.716015625
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_f1_score,0.713680505
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_mcc,0.431434805
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_runtime,1.9297
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_samples_per_second,1421.495
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_steps_per_second,5.7
seqsight_4096_512_46M-Mp,H3K9me3,validation,epoch,10.39
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_loss,0.594450355
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_accuracy,0.684375
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_f1_score,0.679477915
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_mcc,0.366274094
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_runtime,1.9182
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_samples_per_second,1429.95
seqsight_4096_512_46M-Mp,H3K9me3,validation,eval_steps_per_second,5.734
seqsight_4096_512_46M-Mp,H3K9me3,validation,epoch,10.39
seqsight_4096_512_46M-Mp,H3K9me3,test,eval_loss,0.608593404
seqsight_4096_512_46M-Mp,H3K9me3,test,eval_accuracy,0.7109375
seqsight_4096_512_46M-Mp,H3K9me3,test,eval_f1_score,0.70991978
seqsight_4096_512_46M-Mp,H3K9me3,test,eval_mcc,0.412479585
seqsight_4096_512_46M-Mp,H3K9me3,test,eval_runtime,0.6204
seqsight_4096_512_46M-Mp,H3K9me3,test,eval_samples_per_second,1369.986
seqsight_4096_512_46M-Mp,H3K9me3,test,eval_steps_per_second,6.447
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_loss,0.526658952
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_accuracy,0.822798295
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_f1_score,0.822803325
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_mcc,0.645511256
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_runtime,2.2803
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_samples_per_second,1315.602
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_steps_per_second,5.262
seqsight_4096_512_46M-Mp,H4K20me1,validation,epoch,10.69
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_loss,0.438511342
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_accuracy,0.815340909
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_f1_score,0.815269352
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_mcc,0.631417592
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_runtime,2.25
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_samples_per_second,1333.321
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_steps_per_second,5.333
seqsight_4096_512_46M-Mp,H4K20me1,validation,epoch,9.5
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_loss,0.445794076
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_accuracy,0.819247159
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_f1_score,0.818932338
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_mcc,0.639407945
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_runtime,2.0666
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_samples_per_second,1451.678
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_steps_per_second,5.807
seqsight_4096_512_46M-Mp,H4K20me1,validation,epoch,10.69
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_loss,0.483177572
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_accuracy,0.807883523
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_f1_score,0.807884031
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_mcc,0.615856859
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_runtime,2.0875
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_samples_per_second,1437.138
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_steps_per_second,5.749
seqsight_4096_512_46M-Mp,H4K20me1,validation,epoch,7.13
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_loss,0.459623307
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_accuracy,0.827414773
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_f1_score,0.827422086
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_mcc,0.654986906
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_runtime,2.2505
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_samples_per_second,1333.06
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_steps_per_second,5.332
seqsight_4096_512_46M-Mp,H4K20me1,validation,epoch,9.5
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_loss,0.425217509
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_accuracy,0.829545455
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_f1_score,0.829498493
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_mcc,0.659343971
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_runtime,2.1798
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_samples_per_second,1376.279
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_steps_per_second,5.505
seqsight_4096_512_46M-Mp,H4K20me1,validation,epoch,11.88
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_loss,0.425667197
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_accuracy,0.817116477
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_f1_score,0.81677852
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_mcc,0.636345513
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_runtime,2.443
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_samples_per_second,1228.003
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_steps_per_second,4.912
seqsight_4096_512_46M-Mp,H4K20me1,validation,epoch,9.5
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_loss,0.439038962
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_accuracy,0.814630682
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_f1_score,0.814576712
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_mcc,0.628560573
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_runtime,2.1229
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_samples_per_second,1413.133
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_steps_per_second,5.653
seqsight_4096_512_46M-Mp,H4K20me1,validation,epoch,10.69
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_loss,0.446688175
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_accuracy,0.806107955
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_f1_score,0.806094149
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_mcc,0.611790663
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_runtime,2.0931
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_samples_per_second,1433.276
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_steps_per_second,5.733
seqsight_4096_512_46M-Mp,H4K20me1,validation,epoch,10.69
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_loss,0.436326981
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_accuracy,0.807528409
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_f1_score,0.807025702
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_mcc,0.621716229
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_runtime,2.1343
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_samples_per_second,1405.644
seqsight_4096_512_46M-Mp,H4K20me1,validation,eval_steps_per_second,5.623
seqsight_4096_512_46M-Mp,H4K20me1,validation,epoch,10.69
seqsight_4096_512_46M-Mp,H4K20me1,test,eval_loss,0.424141169
seqsight_4096_512_46M-Mp,H4K20me1,test,eval_accuracy,0.824707031
seqsight_4096_512_46M-Mp,H4K20me1,test,eval_f1_score,0.823042263
seqsight_4096_512_46M-Mp,H4K20me1,test,eval_mcc,0.64510535
seqsight_4096_512_46M-Mp,H4K20me1,test,eval_runtime,1.5088
seqsight_4096_512_46M-Mp,H4K20me1,test,eval_samples_per_second,1504.535
seqsight_4096_512_46M-Mp,H4K20me1,test,eval_steps_per_second,5.965
seqsight_4096_512_46M-Mp,enhancers,validation,eval_loss,0.520174444
seqsight_4096_512_46M-Mp,enhancers,validation,eval_accuracy,0.737926136
seqsight_4096_512_46M-Mp,enhancers,validation,eval_f1_score,0.73756811
seqsight_4096_512_46M-Mp,enhancers,validation,eval_mcc,0.478661011
seqsight_4096_512_46M-Mp,enhancers,validation,eval_runtime,0.9583
seqsight_4096_512_46M-Mp,enhancers,validation,eval_samples_per_second,3130.649
seqsight_4096_512_46M-Mp,enhancers,validation,eval_steps_per_second,12.523
seqsight_4096_512_46M-Mp,enhancers,validation,epoch,9.5
seqsight_4096_512_46M-Mp,enhancers,validation,eval_loss,0.550795615
seqsight_4096_512_46M-Mp,enhancers,validation,eval_accuracy,0.741122159
seqsight_4096_512_46M-Mp,enhancers,validation,eval_f1_score,0.740175313
seqsight_4096_512_46M-Mp,enhancers,validation,eval_mcc,0.485884764
seqsight_4096_512_46M-Mp,enhancers,validation,eval_runtime,0.9922
seqsight_4096_512_46M-Mp,enhancers,validation,eval_samples_per_second,3023.568
seqsight_4096_512_46M-Mp,enhancers,validation,eval_steps_per_second,12.094
seqsight_4096_512_46M-Mp,enhancers,validation,epoch,11.88
seqsight_4096_512_46M-Mp,enhancers,validation,eval_loss,0.568781495
seqsight_4096_512_46M-Mp,enhancers,validation,eval_accuracy,0.738991477
seqsight_4096_512_46M-Mp,enhancers,validation,eval_f1_score,0.738541394
seqsight_4096_512_46M-Mp,enhancers,validation,eval_mcc,0.480001489
seqsight_4096_512_46M-Mp,enhancers,validation,eval_runtime,1.1276
seqsight_4096_512_46M-Mp,enhancers,validation,eval_samples_per_second,2660.52
seqsight_4096_512_46M-Mp,enhancers,validation,eval_steps_per_second,10.642
seqsight_4096_512_46M-Mp,enhancers,validation,epoch,9.5
seqsight_4096_512_46M-Mp,enhancers,validation,eval_loss,0.54762423
seqsight_4096_512_46M-Mp,enhancers,validation,eval_accuracy,0.746448864
seqsight_4096_512_46M-Mp,enhancers,validation,eval_f1_score,0.746390028
seqsight_4096_512_46M-Mp,enhancers,validation,eval_mcc,0.494467413
seqsight_4096_512_46M-Mp,enhancers,validation,eval_runtime,0.9615
seqsight_4096_512_46M-Mp,enhancers,validation,eval_samples_per_second,3120.279
seqsight_4096_512_46M-Mp,enhancers,validation,eval_steps_per_second,12.481
seqsight_4096_512_46M-Mp,enhancers,validation,epoch,10.69
seqsight_4096_512_46M-Mp,enhancers,validation,eval_loss,0.561617911
seqsight_4096_512_46M-Mp,enhancers,validation,eval_accuracy,0.742897727
seqsight_4096_512_46M-Mp,enhancers,validation,eval_f1_score,0.740387684
seqsight_4096_512_46M-Mp,enhancers,validation,eval_mcc,0.493925999
seqsight_4096_512_46M-Mp,enhancers,validation,eval_runtime,0.9385
seqsight_4096_512_46M-Mp,enhancers,validation,eval_samples_per_second,3196.527
seqsight_4096_512_46M-Mp,enhancers,validation,eval_steps_per_second,12.786
seqsight_4096_512_46M-Mp,enhancers,validation,epoch,11.88
seqsight_4096_512_46M-Mp,enhancers,validation,eval_loss,0.547712326
seqsight_4096_512_46M-Mp,enhancers,validation,eval_accuracy,0.731178977
seqsight_4096_512_46M-Mp,enhancers,validation,eval_f1_score,0.731177248
seqsight_4096_512_46M-Mp,enhancers,validation,eval_mcc,0.462410641
seqsight_4096_512_46M-Mp,enhancers,validation,eval_runtime,0.9759
seqsight_4096_512_46M-Mp,enhancers,validation,eval_samples_per_second,3074.062
seqsight_4096_512_46M-Mp,enhancers,validation,eval_steps_per_second,12.296
seqsight_4096_512_46M-Mp,enhancers,validation,epoch,8.31
seqsight_4096_512_46M-Mp,enhancers,validation,eval_loss,0.543461561
seqsight_4096_512_46M-Mp,enhancers,validation,eval_accuracy,0.735440341
seqsight_4096_512_46M-Mp,enhancers,validation,eval_f1_score,0.735037756
seqsight_4096_512_46M-Mp,enhancers,validation,eval_mcc,0.470757348
seqsight_4096_512_46M-Mp,enhancers,validation,eval_runtime,0.961
seqsight_4096_512_46M-Mp,enhancers,validation,eval_samples_per_second,3121.77
seqsight_4096_512_46M-Mp,enhancers,validation,eval_steps_per_second,12.487
seqsight_4096_512_46M-Mp,enhancers,validation,epoch,7.13
seqsight_4096_512_46M-Mp,enhancers,validation,eval_loss,0.556860924
seqsight_4096_512_46M-Mp,enhancers,validation,eval_accuracy,0.734730114
seqsight_4096_512_46M-Mp,enhancers,validation,eval_f1_score,0.733136001
seqsight_4096_512_46M-Mp,enhancers,validation,eval_mcc,0.478897086
seqsight_4096_512_46M-Mp,enhancers,validation,eval_runtime,0.984
seqsight_4096_512_46M-Mp,enhancers,validation,eval_samples_per_second,3048.664
seqsight_4096_512_46M-Mp,enhancers,validation,eval_steps_per_second,12.195
seqsight_4096_512_46M-Mp,enhancers,validation,epoch,10.69
seqsight_4096_512_46M-Mp,enhancers,validation,eval_loss,0.700653791
seqsight_4096_512_46M-Mp,enhancers,validation,eval_accuracy,0.735085227
seqsight_4096_512_46M-Mp,enhancers,validation,eval_f1_score,0.733563064
seqsight_4096_512_46M-Mp,enhancers,validation,eval_mcc,0.476411293
seqsight_4096_512_46M-Mp,enhancers,validation,eval_runtime,0.9851
seqsight_4096_512_46M-Mp,enhancers,validation,eval_samples_per_second,3045.361
seqsight_4096_512_46M-Mp,enhancers,validation,eval_steps_per_second,12.181
seqsight_4096_512_46M-Mp,enhancers,validation,epoch,11.88
seqsight_4096_512_46M-Mp,enhancers,validation,eval_loss,0.561907768
seqsight_4096_512_46M-Mp,enhancers,validation,eval_accuracy,0.750355114
seqsight_4096_512_46M-Mp,enhancers,validation,eval_f1_score,0.749824605
seqsight_4096_512_46M-Mp,enhancers,validation,eval_mcc,0.501332299
seqsight_4096_512_46M-Mp,enhancers,validation,eval_runtime,0.9491
seqsight_4096_512_46M-Mp,enhancers,validation,eval_samples_per_second,3160.826
seqsight_4096_512_46M-Mp,enhancers,validation,eval_steps_per_second,12.643
seqsight_4096_512_46M-Mp,enhancers,validation,epoch,10.69
seqsight_4096_512_46M-Mp,enhancers,test,eval_loss,0.574226797
seqsight_4096_512_46M-Mp,enhancers,test,eval_accuracy,0.741832386
seqsight_4096_512_46M-Mp,enhancers,test,eval_f1_score,0.741847664
seqsight_4096_512_46M-Mp,enhancers,test,eval_mcc,0.48338149
seqsight_4096_512_46M-Mp,enhancers,test,eval_runtime,0.944
seqsight_4096_512_46M-Mp,enhancers,test,eval_samples_per_second,3177.923
seqsight_4096_512_46M-Mp,enhancers,test,eval_steps_per_second,12.712
seqsight_4096_512_46M-Mp,enhancers_types,validation,eval_loss,0.63883996
seqsight_4096_512_46M-Mp,enhancers_types,validation,eval_accuracy,0.709517045
seqsight_4096_512_46M-Mp,enhancers_types,validation,eval_f1_score,0.700038225
seqsight_4096_512_46M-Mp,enhancers_types,validation,eval_mcc,0.450534087
seqsight_4096_512_46M-Mp,enhancers_types,validation,eval_runtime,1.005
seqsight_4096_512_46M-Mp,enhancers_types,validation,eval_samples_per_second,2985.037
seqsight_4096_512_46M-Mp,enhancers_types,validation,eval_steps_per_second,11.94
seqsight_4096_512_46M-Mp,enhancers_types,validation,epoch,9.5
seqsight_4096_512_46M-Mp,enhancers_types,validation,eval_loss,0.643297791
seqsight_4096_512_46M-Mp,enhancers_types,validation,eval_accuracy,0.709872159
seqsight_4096_512_46M-Mp,enhancers_types,validation,eval_f1_score,0.697131459
